id,dataset,label,subtype,subject,body,style,sender_type,difficulty,ner_organizations,ner_people,ner_locations,ner_job_titles,ner_dates,ner_urls
JOB-01558,job_search,acceptance_progression,direct_acceptance,Interview invitation — Data Analyst,We have reviewed your application for the Data Analyst position at Redwood Solutions and would like to invite you to the next stage of the process. Please use https://example.test/schedule to select a convenient time.,human,company,easy,Redwood Solutions,,,Data Analyst,,https://example.test/schedule
JOB-01559,job_search,acceptance_progression,first_interview,We'd like to move forward,Thank you for speaking with us. The team enjoyed learning about your experience and would like to continue the conversation. We would like to arrange the next interview with you.,semi_automated,hiring_manager,medium,,,,,,
JOB-01560,job_search,application_notification,application_recommended_jobs,Application received — Operations Specialist,Thank you for your interest in the Operations Specialist position at Redwood Solutions. We have received your application and our hiring team will review it. We will contact you if there is a suitable next step.,automated,ats,easy,Redwood Solutions,,,Operations Specialist,,
JOB-01561,job_search,rejection,post_interview,Your application with Northstar Technologies,We appreciate the time you invested in the recruitment process. We have decided to continue with other candidates whose experience more closely matches the current requirements.,human,ats,hard,Northstar Technologies,,,,,
JOB-01562,job_search,application_notification,application_recommended_jobs,Your application has been submitted,"Your application for Product Manager at Cedar Digital was successfully submitted. This confirmation does not indicate a hiring decision. We appreciate your interest and will review your information. Please note that this message is only a confirmation that we received your application.

Best regards,
Morgan Lee",automated,ats,adversarial,Cedar Digital,Morgan Lee,,Product Manager,,
JOB-01563,job_search,acceptance_progression,other_progression,Assessment invitation,"Hello Liam,

We would like to invite you to complete the next stage of our selection process. The assessment will help the team evaluate your skills for the Software Engineer role.

The interview team is based in Oslo.",semi_automated,ats,hard,,,Oslo,Software Engineer,,
JOB-01564,job_search,rejection,post_interview,Regarding your application,"Thank you for speaking with our team about the Machine Learning Engineer role. Unfortunately, we will not be progressing your application to the next stage.",human,recruiter,easy,,,,Machine Learning Engineer,,
JOB-01565,job_search,acceptance_progression,recruiter_screen,We'd like to move forward,Thank you for speaking with us. The team enjoyed learning about your experience and would like to continue the conversation. We would like to arrange the next interview with you.,semi_automated,recruiter,hard,,,,,,
JOB-01566,job_search,application_notification,application_submitted,Application status update,Your application for Marketing Manager is currently under review. We are assessing applications against the requirements of the role and will provide an update when the review is complete. Please note that this message is only a confirmation that we received your application.,semi_automated,ats,easy,,,,Marketing Manager,,
JOB-01567,job_search,rejection,generic_automated_rejection,Recruitment update,"We were impressed by your background and appreciated the opportunity to learn more about you. At this stage, however, we have chosen to take the process in a different direction.",automated,recruiter,medium,,,,,,
JOB-01568,job_search,rejection,different_direction,Your application with Cedar Digital,We appreciate the time you invested in the recruitment process. We have decided to continue with other candidates whose experience more closely matches the current requirements.,semi_automated,hiring_manager,easy,Cedar Digital,,,,,
